date,open,high,low,close,volume,target
2017-01-03,0.18741,0.204793,0.175755,1.333542,3209800.0,0.008881
2017-01-04,0.176759,0.181644,0.166329,-1.078735,2396500.0,-0.007121
2017-01-05,0.172367,0.176822,0.156078,-2.369873,2486100.0,-0.015757
2017-01-06,0.176814,0.194986,0.170735,1.962128,2314200.0,0.013254
2017-01-09,0.177687,0.188687,0.177621,0.322769,2026500.0,0.002152
2017-01-10,0.180747,0.202367,0.176822,3.057907,3018100.0,0.020343
2017-01-11,0.173897,0.176635,0.158966,-0.976822,1878700.0,-0.006369
2017-01-12,0.16856,0.175187,0.150909,-0.475677,2313700.0,-0.003121
2017-01-13,0.17755,0.189925,0.174194,1.350555,2090200.0,0.00889
2017-01-17,0.170959,0.171937,0.158432,-1.138199,2631600.0,-0.007426
2017-01-18,0.185503,0.216462,0.183137,5.02002,3564200.0,0.032997
2017-01-19,0.177796,0.189122,0.175124,0.458664,4571800.0,0.002918
2017-01-20,0.196575,0.215227,0.193402,4.688751,5762300.0,0.029748
2017-01-23,0.176856,0.18006,0.160898,-0.067932,3339400.0,-0.000419
2017-01-24,0.187889,0.230542,0.185177,5.73349,6200800.0,0.03534
2017-01-25,0.190206,0.206102,0.178954,4.017746,6088800.0,0.023919
2017-01-26,0.188683,0.193509,0.169438,1.435425,3882000.0,0.008346
2017-01-27,0.184265,0.186629,0.173655,1.308121,2578000.0,0.007543
2017-01-30,0.170076,0.17248,0.1481,-2.11499,3323400.0,-0.012104
2017-01-31,0.172942,0.172942,0.152029,-3.159805,2674900.0,-0.018305
2017-02-01,0.193515,0.206675,0.181477,3.55899,3118400.0,0.021002
2017-02-02,0.167346,0.185032,0.16174,0.305832,2271200.0,0.001768
2017-02-03,0.18248,0.192,0.171402,1.792267,2436700.0,0.010341
2017-02-06,0.17723,0.180142,0.166665,0.339706,1871600.0,0.00194
2017-02-07,0.180992,0.182075,0.167997,-0.552094,2284000.0,-0.003147
2017-02-08,0.17763,0.193525,0.172999,0.832428,2106900.0,0.004759
2017-02-09,0.179791,0.181839,0.158736,-1.316559,2751900.0,-0.007492
2017-02-10,0.181071,0.183938,0.168744,0.152863,2384200.0,0.000876
2017-02-13,0.184505,0.186395,0.175282,1.010818,1246300.0,0.00579
2017-02-14,0.178882,0.178939,0.166409,-1.172226,1735700.0,-0.006676
2017-02-15,0.180097,0.186518,0.174248,0.560638,1708800.0,0.003214
2017-02-16,0.179973,0.190032,0.172658,1.860199,1718800.0,0.010632
2017-02-17,0.181924,0.189898,0.169596,1.894211,3094500.0,0.010712
2017-02-21,0.180588,0.195248,0.180085,1.98761,3033300.0,0.011121
2017-02-22,0.178671,0.18935,0.17037,1.197662,2394900.0,0.006627
2017-02-23,0.182345,0.187182,0.15244,-3.040878,2936400.0,-0.016716
2017-02-24,0.164988,0.177678,0.132729,-0.178406,2765100.0,-0.000997
2017-02-27,0.178966,0.194524,0.17628,2.471756,2699100.0,0.013833
2017-02-28,0.182035,0.183139,0.160838,-1.996109,2754800.0,-0.011018
2017-03-01,0.189232,0.20218,0.175222,3.576035,5115500.0,0.019959
2017-03-02,0.226373,0.231134,0.182103,1.826279,7117100.0,0.009994
2017-03-03,0.181134,0.19197,0.179508,0.874878,3074700.0,0.00474
2017-03-06,0.166772,0.178419,0.160301,-0.3228,2277100.0,-0.001741
2017-03-07,0.174046,0.195816,0.172696,1.112732,2912900.0,0.006011
2017-03-08,0.177126,0.187973,0.173528,0.322784,2453200.0,0.001733
2017-03-09,0.172731,0.194601,0.169193,2.021561,2567500.0,0.010836
2017-03-10,0.181105,0.20062,0.181105,3.686462,3943000.0,0.019549
2017-03-13,0.174739,0.184569,0.172138,0.08493,2666900.0,0.000442
2017-03-14,0.168501,0.176403,0.162003,-1.783722,2216500.0,-0.009273
2017-03-15,0.177182,0.189356,0.171462,1.342041,2072700.0,0.007042
2017-03-16,0.174942,0.176714,0.154568,-2.175827,2783500.0,-0.011338
2017-03-17,0.178086,0.179088,0.164014,-1.006836,5163500.0,-0.005307
2017-03-20,0.171972,0.179708,0.169853,0.051178,1721500.0,0.000271
2017-03-21,0.17727,0.181189,0.141672,-4.45401,3055700.0,-0.023594
2017-03-22,0.171972,0.184722,0.168554,1.19458,1913100.0,0.006481
2017-03-23,0.17111,0.177578,0.166636,-0.477844,1922300.0,-0.002576
2017-03-24,0.178187,0.196508,0.176728,1.800369,2379400.0,0.00973
2017-03-27,0.160519,0.178448,0.155916,0.068314,1535800.0,0.000366
2017-03-28,0.169083,0.186578,0.168227,1.621155,1792900.0,0.008674
2017-03-29,0.171177,0.174094,0.165236,0.30722,1592700.0,0.00163
2017-03-30,0.175096,0.1886,0.158998,-1.083694,3416800.0,-0.005739
2017-03-31,0.171706,0.177032,0.161267,-0.921478,2589700.0,-0.004908
2017-04-03,0.172186,0.177485,0.159661,-0.136536,1921000.0,-0.000731
2017-04-04,0.168597,0.180596,0.167044,0.136536,1263400.0,0.000731
2017-04-05,0.175076,0.180215,0.160411,-1.561493,1569000.0,-0.008358
2017-04-06,0.169651,0.179205,0.16366,0.315689,1461500.0,0.001704
2017-04-07,0.171972,0.184581,0.169493,0.639954,1641200.0,0.003448
2017-04-10,0.165636,0.176268,0.161286,-0.196228,1799400.0,-0.001054
2017-04-11,0.164124,0.174015,0.150524,-0.401031,2221900.0,-0.002156
2017-04-12,0.161844,0.164376,0.122895,-7.124771,6102600.0,-0.038382
2017-04-13,0.172028,0.198694,0.170852,1.808899,4257900.0,0.010134
2017-04-17,0.177851,0.188832,0.176797,2.175842,1450700.0,0.012067
2017-04-18,0.167533,0.171095,0.162054,-0.656967,848600.0,-0.0036
2017-04-19,0.175712,0.181486,0.172852,0.452194,1208100.0,0.002487
2017-04-20,0.179488,0.20209,0.175209,3.907928,1691600.0,0.021439
2017-04-21,0.167729,0.172617,0.160962,-0.469269,1468300.0,-0.00252
2017-04-24,0.188287,0.194802,0.182848,3.054642,1753100.0,0.016447
2017-04-25,0.176104,0.186593,0.175733,1.672424,1484800.0,0.008859
2017-04-26,0.173495,0.175805,0.159738,-1.296951,1472600.0,-0.00681
2017-04-27,0.178369,0.184713,0.173981,1.203079,1185000.0,0.00636
2017-04-28,0.170606,0.172235,0.154531,-1.945419,1649000.0,-0.01022
2017-05-01,0.178766,0.179668,0.167195,0.435135,1533900.0,0.00231
2017-05-02,0.183304,0.194107,0.172925,3.523987,2727700.0,0.018661
2017-05-03,0.167086,0.175819,0.162095,-0.469284,1800200.0,-0.00244
2017-05-04,0.173848,0.176975,0.15613,-1.279907,1624500.0,-0.00667
2017-05-05,0.180156,0.188183,0.175382,2.602432,2312800.0,0.013653
2017-05-08,0.172335,0.175336,0.158568,-1.168991,1744800.0,-0.00605
2017-05-09,0.174784,0.194466,0.170046,2.884079,1926100.0,0.015017
2017-05-10,0.177256,0.197416,0.173152,2.448853,2443300.0,0.012562
2017-05-11,0.168679,0.174607,0.156317,-0.204742,1482300.0,-0.001037
2017-05-12,0.17395,0.197127,0.170704,4.155334,2585200.0,0.021074
2017-05-15,0.170234,0.191541,0.167204,2.619553,2917200.0,0.013011
2017-05-16,0.176434,0.183053,0.170305,1.407852,1812800.0,0.006903
2017-05-17,0.158922,0.163645,0.125274,-8.105972,3144700.0,-0.039471
2017-05-18,0.174,0.209689,0.154229,5.529144,3069900.0,0.02803
2017-05-19,0.167287,0.168668,0.144307,-3.037613,3581200.0,-0.014979
2017-05-22,0.179131,0.196403,0.172573,3.651962,2041900.0,0.018283
2017-05-23,0.171825,0.174676,0.159484,-1.570023,1369600.0,-0.007719
2017-05-24,0.181485,0.189165,0.174103,2.610962,1639200.0,0.012936
2017-05-25,0.179358,0.181559,0.167717,1.07515,1901000.0,0.005259
2017-05-26,0.172167,0.175573,0.159613,0.29866,1312000.0,0.001453
2017-05-30,0.168522,0.172847,0.161234,-1.186066,2936400.0,-0.005763
