date,open,high,low,close,volume,target
2020-01-02,0.042525,0.046402,0.034297,0.750099,2204200.0,0.005935
2020-01-03,0.024813,0.04188,0.024262,-0.423134,1963500.0,-0.003328
2020-01-06,0.037073,0.046069,0.033285,0.471245,2102900.0,0.003719
2020-01-07,0.035432,0.045102,0.035432,0.240417,2448300.0,0.00189
2020-01-08,0.039443,0.053175,0.035911,1.154045,5188600.0,0.009056
2020-01-09,0.046367,0.060443,0.042168,2.125336,4522800.0,0.016528
2020-01-10,0.038764,0.057813,0.036851,2.000305,4177600.0,0.015303
2020-01-13,0.041342,0.05483,0.039006,0.903992,5117100.0,0.006812
2020-01-14,0.040209,0.054504,0.033698,1.644501,4685200.0,0.012308
2020-01-15,0.039317,0.047524,0.035103,0.442352,3676500.0,0.00327
2020-01-16,0.045141,0.046172,0.03055,0.307755,3794800.0,0.002268
2020-01-17,0.035791,0.042114,0.024616,-1.779129,5393200.0,-0.013081
2020-01-21,0.039239,0.05466,0.031268,1.279068,4849500.0,0.009529
2020-01-22,0.042344,0.049723,0.038211,0.625092,2742100.0,0.004613
2020-01-23,0.037558,0.041157,0.027494,-0.336594,3138700.0,-0.002472
2020-01-24,0.044548,0.045579,0.021352,-2.058029,3183300.0,-0.015155
2020-01-27,0.0269,0.040059,0.0269,-0.730881,2826400.0,-0.005465
2020-01-28,0.042692,0.051639,0.039233,0.913589,2649100.0,0.006869
2020-01-29,0.041702,0.053873,0.03767,0.634735,2815500.0,0.004739
2020-01-30,0.026904,0.068075,0.026309,2.644653,5243400.0,0.019654
2020-01-31,0.041147,0.041147,0.016512,-2.913925,3913500.0,-0.021238
2020-02-03,0.046462,0.054207,0.040133,1.307907,5137800.0,0.009739
2020-02-04,0.049422,0.062475,0.045587,2.346512,3177500.0,0.017305
2020-02-05,0.049549,0.068252,0.047737,3.760239,4060900.0,0.027259
2020-02-06,0.042587,0.043504,0.036024,-0.048126,3285000.0,-0.00034
2020-02-07,0.03927,0.03927,0.026281,-0.855881,2670400.0,-0.006042
2020-02-10,0.004963,0.033727,0.002264,-0.865524,4892100.0,-0.006147
2020-02-11,0.041407,0.042336,0.023184,-1.211746,2976400.0,-0.008659
2020-02-12,0.042863,0.044521,0.034357,-0.711655,3953200.0,-0.00513
2020-02-13,0.035125,0.041502,0.027372,-0.937653,3455500.0,-0.006794
2020-02-14,0.037756,0.038267,0.0255,-0.657349,2273700.0,-0.004796
2020-02-18,0.03374,0.040631,0.030148,-0.106339,2858200.0,-0.00078
2020-02-19,0.038948,0.040562,0.029705,-0.173996,3082800.0,-0.001276
2020-02-20,0.04035,0.049017,0.037191,1.131027,3417000.0,0.008308
2020-02-21,0.029665,0.039208,0.022307,0.038666,2900900.0,0.000282
2020-02-24,0.014372,0.031196,0.004103,-3.760361,4727400.0,-0.027387
2020-02-25,0.040389,0.04256,0.00804,-2.648697,3401600.0,-0.019834
2020-02-26,0.03921,0.046773,0.01843,-1.817368,4659000.0,-0.013884
2020-02-27,0.032924,0.043305,-0.000234,-4.195374,4292800.0,-0.032502
2020-02-28,0.011972,0.015336,-0.027023,-2.958031,7898300.0,-0.023686
2020-03-02,0.047678,0.090818,0.035129,6.486397,7355700.0,0.053199
2020-03-03,0.0379,0.056356,0.002156,-2.445686,6936600.0,-0.019045
2020-03-04,0.056066,0.118225,0.055828,9.734413,5301900.0,0.077277
2020-03-05,0.019735,0.045748,0.013471,-0.222351,6882100.0,-0.001639
2020-03-06,0.004727,0.050786,0.00052,1.266373,8010700.0,0.009347
2020-03-09,-0.019934,0.030597,-0.025126,-5.548706,5351300.0,-0.040577
2020-03-10,0.061227,0.081806,0.026851,5.287704,5961200.0,0.040303
2020-03-11,0.021798,0.039236,0.006631,-1.131027,7211800.0,-0.008287
2020-03-12,-0.033718,0.008467,-0.069624,-13.533455,7836300.0,-0.099986
2020-03-13,0.09136,0.144061,0.054913,12.905128,6841700.0,0.105936
2020-03-16,-0.027653,0.029352,-0.048065,-9.657089,6619700.0,-0.07168
2020-03-17,0.065096,0.148091,0.048226,13.359436,8909200.0,0.106817
2020-03-18,-0.015083,0.040252,-0.031409,-0.106323,6734600.0,-0.000768
2020-03-19,0.030136,0.033678,-0.052064,-9.666748,6554800.0,-0.069886
2020-03-20,0.027245,0.027944,-0.065484,-10.333771,9113500.0,-0.080322
2020-03-23,0.022218,0.072336,-0.010658,-3.23835,7299300.0,-0.027369
2020-03-24,0.070882,0.082699,0.020223,3.712029,6827300.0,0.032255
2020-03-25,0.011156,0.061831,0.003495,-0.918335,6472100.0,-0.00773
2020-03-26,0.045926,0.151545,0.034473,11.996445,6723600.0,0.101771
2020-03-27,0.005984,0.059575,0.002519,-0.232025,4717400.0,-0.001787
2020-03-30,0.032622,0.09356,0.029845,4.18573,5057400.0,0.032287
2020-03-31,0.023414,0.061224,0.005181,0.27066,7560100.0,0.002022
2020-04-01,-0.000725,0.023064,-0.008332,-2.223358,3297900.0,-0.01658
