date,open,high,low,close,volume,target
2020-01-02,0.096772,0.10278,0.081753,-0.793846,3921800.0,-0.009538
2020-01-03,0.094597,0.104787,0.093626,0.054756,2825400.0,0.000664
2020-01-06,0.095931,0.10369,0.094719,0.401474,2410300.0,0.004867
2020-01-07,0.096535,0.096535,0.083867,-0.520111,3980900.0,-0.006275
2020-01-08,0.098238,0.103216,0.092168,0.118637,2583300.0,0.00144
2020-01-09,0.094476,0.100538,0.092052,0.200737,2377200.0,0.002434
2020-01-10,0.099076,0.103309,0.092908,-0.164238,3225000.0,-0.001986
2020-01-13,0.096658,0.109382,0.096658,0.729973,2979000.0,0.008846
2020-01-14,0.09497,0.098334,0.087043,0.054733,3009800.0,0.000657
2020-01-15,0.098812,0.111296,0.096652,1.085838,2357300.0,0.013034
2020-01-16,0.099249,0.106951,0.098064,0.629601,3244200.0,0.00746
2020-01-17,0.095461,0.104635,0.093579,0.492744,3053500.0,0.005795
2020-01-21,0.099205,0.109262,0.093826,0.976334,3429000.0,0.011417
2020-01-22,0.098359,0.105296,0.096856,0.47448,3638500.0,0.005486
2020-01-23,0.095586,0.105705,0.094897,0.702599,3824900.0,0.008079
2020-01-24,0.09422,0.101977,0.092852,0.182503,2218600.0,0.002082
2020-01-27,0.094224,0.100257,0.089557,-0.164253,2481100.0,-0.00187
2020-01-28,0.098212,0.107221,0.095133,0.100365,3696500.0,0.001145
2020-01-29,0.097526,0.105956,0.095362,0.492737,2335700.0,0.005613
2020-01-30,0.093326,0.104993,0.09208,0.656982,3273100.0,0.007442
2020-01-31,0.094807,0.102453,0.090309,0.146004,3175200.0,0.001642
2020-02-03,0.095931,0.098737,0.092339,0.036484,2666200.0,0.00041
2020-02-04,0.094585,0.099859,0.083364,-0.976341,2802600.0,-0.010955
2020-02-05,0.093889,0.104554,0.092528,0.492729,2319300.0,0.00559
2020-02-06,0.094465,0.098752,0.092208,-0.191612,1611100.0,-0.002162
2020-02-07,0.099549,0.100002,0.087565,-0.602234,2747900.0,-0.006809
2020-02-10,0.096956,0.097525,0.089556,-0.036484,2647800.0,-0.000415
2020-02-11,0.097526,0.107434,0.096615,0.693466,2993100.0,0.007898
2020-02-12,0.095818,0.110056,0.095253,0.848595,4377700.0,0.009589
2020-02-13,0.0947,0.123576,0.091902,2.888458,5132500.0,0.032328
2020-02-14,0.085897,0.103352,0.085138,1.07798,6300400.0,0.011687
2020-02-18,0.08932,0.097786,0.088034,0.681801,6256900.0,0.007306
2020-02-19,0.087483,0.089185,0.07844,-0.552811,2809100.0,-0.005881
2020-02-20,0.082679,0.089849,0.080967,0.009209,2711000.0,9.9e-05
2020-02-21,0.084285,0.102048,0.083964,0.921356,3520000.0,0.009859
2020-02-24,0.081646,0.099766,0.077832,-0.119766,5282900.0,-0.001269
2020-02-25,0.087583,0.089386,0.050556,-2.79171,4093000.0,-0.029619
2020-02-26,0.085573,0.098693,0.080435,-0.304062,3152200.0,-0.003324
2020-02-27,0.076031,0.089304,0.041695,-3.639343,4784000.0,-0.039923
2020-02-28,0.066045,0.066045,0.021369,-3.031281,7908900.0,-0.034635
2020-03-02,0.084763,0.147375,0.083461,4.579155,6803600.0,0.054199
2020-03-03,0.08412,0.108259,0.064472,-0.976646,5060500.0,-0.010965
2020-03-04,0.097615,0.154374,0.09648,5.565002,4284200.0,0.063173
2020-03-05,0.071688,0.083646,0.05706,-1.400467,4327400.0,-0.014953
